new_tweet,tokens,vaccinated,sentiment_score,sentiment_label,favorite_count,retweet_count,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,favorite_log,retweet_log,user_favourites_log,user_followers_log,user_friends_log,user_listed_log
Good Morning Leo! and I are getting our first dose of the COVID-19 vaccine today. It's going to be a wonderful day â˜•ï¸,good morning leo get dose covid vaccine today go wonderful day,1,0.765,positive,2,2,4500,187,344,2,0.6931471805599453,0.6931471805599453,8.411832675758411,5.231108616854587,5.840641657373398,0.6931471805599453
Good Morning Leo! and I are getting our first dose of the COVID-19 vaccine today. It's going to be a wonderful day â˜•ï¸,good morning leo get dose covid vaccine today go wonderful day,1,0.765,positive,1,2,368,239,221,7,0.0,0.6931471805599453,5.908082938168931,5.476463551931511,5.3981627015177525,1.9459101490553132
Good news check! ðŸŽ‰ âœ… Got my first vaccine dose (!) âœ… Submit my first draft of a real tv episode (!!) âœ… debut album is out (!!!),good news check ðÿž get vaccine dose submit draft real episode debut album,1,0.4404,positive,36,3,31972,618,1162,4,3.58351893845611,1.0986122886681098,10.37261579874591,6.42648845745769,7.057897937411856,1.3862943611198906
Good news check! ðŸŽ‰ âœ… Got my first vaccine dose (!) âœ… Submit my first draft of a real tv episode (!!) âœ… debut album is out (!!!),good news check ðÿž get vaccine dose submit draft real episode debut album,1,0.4404,positive,1,3,37836,2430,973,18,0.0,1.0986122886681098,10.541016309333061,7.795646536334594,6.880384082186005,2.8903717578961645
Good news check! ðŸŽ‰ âœ… Got my first vaccine dose (!) âœ… Submit my first draft of a real tv episode (!!) âœ… debut album is out (!!!),good news check ðÿž get vaccine dose submit draft real episode debut album,1,0.4404,positive,1,3,13803,11089,2259,258,0.0,1.0986122886681098,9.532641238823578,9.313708904953216,7.7226775164680035,5.552959584921617
Good Wednesday Morning Everyone! I get my first of two covid vaccines today! Cheers â˜•!,good wednesday morning covid vaccines today cheer,1,0.7351,positive,67,3,214219,4436,4864,299,4.204692619390966,1.0986122886681098,12.274754135209509,8.397508348470257,8.489616423646003,5.700443573390687
Good Wednesday Morning Everyone! I get my first of two covid vaccines today! Cheers â˜•!,good wednesday morning covid vaccines today cheer,1,0.7351,positive,1,3,214220,4433,4864,299,0.0,1.0986122886681098,12.27475880331862,8.396831834745054,8.489616423646003,5.700443573390687
"Goof morning everyone, Happy Friday, getting my first vaccine shot today, feeling excited. Wising you all a lovely weekend, I will be staying home as per  Stay at Home order. Be vigilant, double masks up, wash your hands, avoid parties, get vaccinated. STRONGER TOGETHER.",goof morning happy friday get vaccine shoot today feel excite wising lovely weekend stay home stay home order vigilant double mask wash hand avoid party vaccinate stronger,1,0.9451,positive,1,16,101306,7677,6781,6,0.0,2.772588722239781,11.525900918492619,8.945984124827898,8.821879862683842,1.791759469228055
"Goof morning everyone, Happy Friday, getting my first vaccine shot today, feeling excited. Wising you all a lovely weekend, I will be staying home as per  Stay at Home order. Be vigilant, double masks up, wash your hands, avoid parties, get vaccinated. STRONGER TOGETHER.",goof morning happy friday get vaccine shoot today feel excite wising lovely weekend stay home stay home order vigilant double mask wash hand avoid party vaccinate stronger,1,0.9451,positive,1,16,150878,988,523,5,0.0,2.772588722239781,11.924226842212091,6.895682697747868,6.259581464064923,1.6094379124341003
"Goof morning everyone, Happy Friday, getting my first vaccine shot today, feeling excited. Wising you all a lovely weekend, I will be staying home as per  Stay at Home order. Be vigilant, double masks up, wash your hands, avoid parties, get vaccinated. STRONGER TOGETHER.",goof morning happy friday get vaccine shoot today feel excite wising lovely weekend stay home stay home order vigilant double mask wash hand avoid party vaccinate stronger,1,0.9451,positive,1,16,30058,3335,4132,3,0.0,2.772588722239781,10.31088412749404,8.112227958349724,8.326516830239528,1.0986122886681098
"Goof morning everyone, Happy Friday, getting my first vaccine shot today, feeling excited. Wising you all a lovely weekend, I will be staying home as per  Stay at Home order. Be vigilant, double masks up, wash your hands, avoid parties, get vaccinated. STRONGER TOGETHER.",goof morning happy friday get vaccine shoot today feel excite wising lovely weekend stay home stay home order vigilant double mask wash hand avoid party vaccinate stronger,1,0.9451,positive,1,16,264046,1086,1070,6,0.0,2.772588722239781,12.483878609374248,6.990256500493881,6.975413927455952,1.791759469228055
"Goof morning everyone, Happy Friday, getting my first vaccine shot today, feeling excited. Wising you all a lovely weekend, I will be staying home as per  Stay at Home order. Be vigilant, double masks up, wash your hands, avoid parties, get vaccinated. STRONGER TOGETHER.",goof morning happy friday get vaccine shoot today feel excite wising lovely weekend stay home stay home order vigilant double mask wash hand avoid party vaccinate stronger,1,0.9451,positive,1,16,312357,7408,8130,34,0.0,2.772588722239781,12.651902043427762,8.910315776326016,9.003316202541857,3.5263605246161616
Got Dad ; Mom their #COVID19 vaccine today first public/community clinic. They can breathe a sigh of relief as they build up their immune system response over the next few weeks â¤ï¸â¤ï¸,get dad mom vaccine today public community clinic breathe sigh relief build immune response weeks,1,0.6597,positive,102,2,6303,1327,2719,1,4.624972813284271,0.6931471805599453,8.74878098951311,7.190676034332207,7.908019444632471,0.0
Got Dad ; Mom their #COVID19 vaccine today first public/community clinic. They can breathe a sigh of relief as they build up their immune system response over the next few weeks â¤ï¸â¤ï¸,get dad mom vaccine today public community clinic breathe sigh relief build immune response weeks,1,0.6597,positive,1,2,52179,227,136,5,0.0,0.6931471805599453,10.862435394076263,5.424950017481403,4.912654885736052,1.6094379124341003
Got it! Dose #1! It was a more emotional moment than expected. Feeling grateful on this very Happy Easter! #AstraZeneca #vaccine #55plus #onpoli #COVID19,get dose emotional moment expect feel grateful happy easter plus,1,0.8074,positive,1,4,6502,3051,856,84,0.0,1.3862943611198906,8.779865100863852,8.02322468471667,6.752270376141742,4.430816798843313
Got it! Dose #1! It was a more emotional moment than expected. Feeling grateful on this very Happy Easter! #AstraZeneca #vaccine #55plus #onpoli #COVID19,get dose emotional moment expect feel grateful happy easter plus,1,0.8074,positive,40,4,9277,3097,1727,84,3.6888794541139363,1.3862943611198906,9.135293497653272,8.038189179973203,7.454141078146678,4.430816798843313
Got it! Dose #1! It was a more emotional moment than expected. Feeling grateful on this very Happy Easter! #AstraZeneca #vaccine #55plus #onpoli #COVID19,get dose emotional moment expect feel grateful happy easter plus,1,0.8074,positive,1,4,4020,4036,974,157,0.0,1.3862943611198906,8.299037181613066,8.3030093814735,6.881411303642535,5.056245805348308
"got mine, both doses have been taking vitamin supplements and herbal teas had zero side effects... and the freedom it has afforded me is amazing..(I still wear a mask)",get dose take vitamin supplement herbal teas zero effect freedom afford amaze wear mask,1,0.8807,positive,1,1,51043,1705,2750,2,0.0,0.0,10.840423693720814,7.4413203897176174,7.919356190660617,0.6931471805599453
"Got my first covid jab yesterday. Last night I couldn't stop shivering. Today i have a splitting headache, a temperature and I'm aching all over. I got the astrazeneca one",get covid jab yesterday night couldn stop shiver today split headache temperature ache get astrazeneca,1,-0.5859,negative,1,1,58978,1168,1698,4,0.0,0.0,10.984919771994385,7.0630481633881725,7.437206366871292,1.3862943611198906
Got my first covid vaccine finally! Alberta was the worst in all of . Not sure how it is now but I'm glad to finally get it. Cheers!,get covid vaccine finally alberta worst sure glad finally cheer,1,0.5423,positive,1,14,51071,18,105,3,0.0,2.6390573296152584,10.840972100417284,2.8903717578961645,4.653960350157523,1.0986122886681098
Got my first covid vaccine finally! Alberta was the worst in all of . Not sure how it is now but I'm glad to finally get it. Cheers!,get covid vaccine finally alberta worst sure glad finally cheer,1,0.5423,positive,1,14,36912,191,3714,1,0.0,2.6390573296152584,10.516291980413534,5.25227342804663,8.219864741912652,0.0
Got my first covid vaccine finally! Alberta was the worst in all of . Not sure how it is now but I'm glad to finally get it. Cheers!,get covid vaccine finally alberta worst sure glad finally cheer,1,0.5423,positive,1,14,23325,53,386,1,0.0,2.6390573296152584,10.057281025715545,3.970291913552122,5.955837369464831,0.0
Got my first covid vaccine finally! Alberta was the worst in all of . Not sure how it is now but I'm glad to finally get it. Cheers!,get covid vaccine finally alberta worst sure glad finally cheer,1,0.5423,positive,1,14,40793,301,2038,2,0.0,2.6390573296152584,10.616265777045221,5.707110264748875,7.61972421378267,0.6931471805599453
Got my first covid vaccine on Friday but forgot to take a selfie. Do you think it'll still work?,get covid vaccine friday forget selfie think work,1,-0.2263,negative,1,175,3223,37,225,2,0.0,5.1647859739235145,8.078067881815437,3.6109179126442243,5.41610040220442,0.6931471805599453
Got my first covid vaccine on Friday but forgot to take a selfie. Do you think it'll still work?,get covid vaccine friday forget selfie think work,1,-0.2263,negative,1,175,5014,45,496,1,0.0,5.1647859739235145,8.519989278718239,3.8066624897703196,6.206575926724928,0.0
Got my first covid vaccine on Friday but forgot to take a selfie. Do you think it'll still work?,get covid vaccine friday forget selfie think work,1,-0.2263,negative,1,175,18977,546,292,14,0.0,5.1647859739235145,9.85098299855398,6.302618975744905,5.676753802268282,2.6390573296152584
"Got my first dose of the sweet, sweet AZ #vaccine! I wore my Dumpster Fire shirt by in the hopes that vaccines mean 2022 is better than the two previous years. These pictures also make me look like I'm in a bunker. Maybe I am!",get dose sweet sweet wear dumpster shirt hop vaccines mean better previous years picture look like bunker maybe,1,0.8689,positive,15,3,29518,954,401,34,2.70805020110221,1.0986122886681098,10.292755525741722,6.860663671448287,5.993961427306569,3.5263605246161616
"Got my first dose of the sweet, sweet AZ #vaccine! I wore my Dumpster Fire shirt by in the hopes that vaccines mean 2022 is better than the two previous years. These pictures also make me look like I'm in a bunker. Maybe I am!",get dose sweet sweet wear dumpster shirt hop vaccines mean better previous years picture look like bunker maybe,1,0.8689,positive,1,3,9558,3449,2001,384,0.0,1.0986122886681098,9.165133779138104,8.145839612936841,7.601402334583733,5.950642552587727
got my first dose of the vaccine in the same place I went to Dashcon for all the way back in 2014 so my life is truly a circle,get dose vaccine place go dashcon way life truly circle,1,0.4404,positive,1,1212,13287,276,414,11,0.0,7.10002716662926,9.494541392591309,5.62040086571715,6.025865973825314,2.3978952727983707
got my first dose of the vaccine in the same place I went to Dashcon for all the way back in 2014 so my life is truly a circle,get dose vaccine place go dashcon way life truly circle,1,0.4404,positive,1,1212,43536,169,240,5,0.0,7.10002716662926,10.681343461023028,5.1298987149230735,5.480638923341991,1.6094379124341003
got my first dose of the vaccine in the same place I went to Dashcon for all the way back in 2014 so my life is truly a circle,get dose vaccine place go dashcon way life truly circle,1,0.4404,positive,1,1212,82030,347,2618,2,0.0,7.10002716662926,11.314840312996795,5.849324779946859,7.870165946469845,0.6931471805599453
got my first dose of the vaccine in the same place I went to Dashcon for all the way back in 2014 so my life is truly a circle,get dose vaccine place go dashcon way life truly circle,1,0.4404,positive,1,1212,12604,562,318,10,0.0,7.10002716662926,9.441769502877165,6.331501849893691,5.762051382780177,2.302585092994046
got my first dose of the vaccine in the same place I went to Dashcon for all the way back in 2014 so my life is truly a circle,get dose vaccine place go dashcon way life truly circle,1,0.4404,positive,1,1212,53819,900,697,34,0.0,7.10002716662926,10.893381843654915,6.802394763324311,6.546785410760524,3.5263605246161616
Got my first jab! First #COVID19 vaccine dose day calls for a special outfit.,get jab vaccine dose day call special outfit,1,0.4019,positive,1,93,21968,358,622,1,0.0,4.532599493153256,9.997342128007752,5.8805329864007,6.432940092739179,0.0
Got my first jab! First #COVID19 vaccine dose day calls for a special outfit.,get jab vaccine dose day call special outfit,1,0.4019,positive,1,93,585750,5646,6178,77,0.0,4.532599493153256,13.280648356370042,8.638702608813434,8.728749873478527,4.343805421853684
Got my first jab! First #COVID19 vaccine dose day calls for a special outfit.,get jab vaccine dose day call special outfit,1,0.4019,positive,1,93,39754,400,1149,4,0.0,4.532599493153256,10.590465743950544,5.991464547107982,7.046647277848756,1.3862943611198906
Got my first shot today which is nice; but also  needs to cut this shit out:,get shoot today nice need cut shit,1,-0.6486,negative,1,2,56953,39920,1910,1412,0.0,0.6931471805599453,10.949981645275436,10.5946327304254,7.554858521040676,7.252762418053187
Got my first shot today which is nice; but also  needs to cut this shit out:,get shoot today nice need cut shit,1,-0.6486,negative,3,2,23140,851,1127,24,1.0986122886681098,0.6931471805599453,10.049318000747668,6.7464121285733745,7.027314514039777,3.1780538303479458
"Got my first shot yesterday. Which one? The one I was offered. Which one would I rather have? One made in  by a non-profit so we wouldn't be stuck in the line-up waiting to over-pay big Pharma. Still social distancing and staying at home and yes, my arm is a little sore...",get shoot yesterday offer non profit wouldn stick line wait pay big pharma social distance stay home yes arm little sore,1,0.1513,positive,1,39,210,147,313,2,0.0,3.6635616461296463,5.3471075307174685,4.990432586778736,5.746203190540153,0.6931471805599453
"Got my first shot yesterday. Which one? The one I was offered. Which one would I rather have? One made in  by a non-profit so we wouldn't be stuck in the line-up waiting to over-pay big Pharma. Still social distancing and staying at home and yes, my arm is a little sore...",get shoot yesterday offer non profit wouldn stick line wait pay big pharma social distance stay home yes arm little sore,1,0.1513,positive,1,39,14527,98,466,1,0.0,3.6635616461296463,9.583764265872883,4.584967478670572,6.144185634125646,0.0
"Got my first shot yesterday. Which one? The one I was offered. Which one would I rather have? One made in  by a non-profit so we wouldn't be stuck in the line-up waiting to over-pay big Pharma. Still social distancing and staying at home and yes, my arm is a little sore...",get shoot yesterday offer non profit wouldn stick line wait pay big pharma social distance stay home yes arm little sore,1,0.1513,positive,1,39,105170,346,904,7,0.0,3.6635616461296463,11.563333367514074,5.846438775057725,6.806829360392176,1.9459101490553132
"Got my first shot yesterday. Which one? The one I was offered. Which one would I rather have? One made in  by a non-profit so we wouldn't be stuck in the line-up waiting to over-pay big Pharma. Still social distancing and staying at home and yes, my arm is a little sore...",get shoot yesterday offer non profit wouldn stick line wait pay big pharma social distance stay home yes arm little sore,1,0.1513,positive,1,39,130153,1126,4958,109,0.0,3.6635616461296463,11.776465960483604,7.026426808699636,8.508757712595136,4.6913478822291435
"Got my first vaccine just now. Surprised at the emotions! Thankful, happy and appreciative of everyone who has made it possible.",get vaccine surprise emotions thankful happy appreciative possible,1,0.9201,positive,1,9,438568,7622,7138,61,0.0,2.1972245773362196,12.991270152887932,8.938794081433805,8.873187904050106,4.110873864173311
"Got my first vaccine just now. Surprised at the emotions! Thankful, happy and appreciative of everyone who has made it possible.",get vaccine surprise emotions thankful happy appreciative possible,1,0.9201,positive,1,9,216389,2594,2471,2,0.0,2.1972245773362196,12.284832992869509,7.860956364876389,7.81237820598861,0.6931471805599453
Got my first vaccine shot today and it easily is my moment of joy for the day. Thank you,get vaccine shoot today easily moment joy day thank,1,0.743,positive,1,2,22039,2,30,1,0.0,0.6931471805599453,10.000568890186692,0.6931471805599453,3.4011973816621555,0.0
Got my first vaccine shot today and it easily is my moment of joy for the day. Thank you,get vaccine shoot today easily moment joy day thank,1,0.743,positive,98,2,1181,56,262,6,4.584967478670572,0.6931471805599453,7.074116816197362,4.02535169073515,5.568344503761097,1.791759469228055
Got my first vaccine shot today. That part was nice ; I'm grateful but when I went to my local grocery store afterwards to pick up a few things the cashier asked if she could bag my groceries for me. They are 'allowed' as of today. I almost cried. #GetVaccinated #WearAMask,get vaccine shoot today nice grateful go local grocery store pick things cashier ask bag groceries allow today cry,1,0.296,positive,9,2,10137,2019,1472,108,2.1972245773362196,0.6931471805599453,9.2239473753824,7.610357618312838,7.294377299288821,4.68213122712422
Got my first vaccine shot today. That part was nice ; I'm grateful but when I went to my local grocery store afterwards to pick up a few things the cashier asked if she could bag my groceries for me. They are 'allowed' as of today. I almost cried. #GetVaccinated #WearAMask,get vaccine shoot today nice grateful go local grocery store pick things cashier ask bag groceries allow today cry,1,0.296,positive,1,2,7831,840,1137,14,0.0,0.6931471805599453,8.965845494750937,6.733401891837359,7.036148493750536,2.6390573296152584
Got my first vaccine! So excited for the future! Just figured out how to use the camera feature!,get vaccine excite future figure use camera feature,1,0.4767,positive,1,507,1734,18,40,1,0.0,6.2285110035911835,7.458186157340487,2.8903717578961645,3.6888794541139363,0.0
Got my first vaccine! So excited for the future! Just figured out how to use the camera feature!,get vaccine excite future figure use camera feature,1,0.4767,positive,1,507,1578,12,167,1,0.0,6.2285110035911835,7.363913501405819,2.4849066497880004,5.117993812416755,0.0
Got my first vaccine! So excited for the future! Just figured out how to use the camera feature!,get vaccine excite future figure use camera feature,1,0.4767,positive,1,507,22,1,16,1,0.0,6.2285110035911835,3.091042453358316,0.0,2.772588722239781,0.0
"Got my first vaccine. I felt a flurry of excitement and disbelief as me and my guy rolled up to the clinic. The staff were cool, gave us a good smudge, and played music. I saw some friends too. When any elder walked near, the line parted and the staff helped them to the front.",get vaccine felt flurry excitement disbelief guy roll clinic staff cool give good smudge play music saw friends elder walk near line part staff help,1,0.9393,positive,177,12,2073,2531,1333,54,5.176149732573829,2.4849066497880004,7.636752112435779,7.836369760545124,7.195187320178709,3.9889840465642745
"Got my first vaccine. I felt a flurry of excitement and disbelief as me and my guy rolled up to the clinic. The staff were cool, gave us a good smudge, and played music. I saw some friends too. When any elder walked near, the line parted and the staff helped them to the front.",get vaccine felt flurry excitement disbelief guy roll clinic staff cool give good smudge play music saw friends elder walk near line part staff help,1,0.9393,positive,1,12,953,1132,821,40,0.0,2.4849066497880004,6.859614903654202,7.0317412587631285,6.710523109452428,3.6888794541139363
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,727,11,12278,2846,388,22,6.588926477533519,2.3978952727983707,9.415564321987441,7.953669778649798,5.961005339623274,3.091042453358316
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,1,11,9947,1375,1134,3,0.0,2.3978952727983707,9.205026277152413,7.226209010100671,7.033506484287697,1.0986122886681098
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,1,11,20934,452,244,48,0.0,2.3978952727983707,9.949129910414829,6.113682179832232,5.497168225293202,3.871201010907891
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,1,11,518188,578,1055,2,0.0,2.3978952727983707,13.15809338975981,6.359573868672378,6.961296045910167,0.6931471805599453
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,1,11,7697,31,446,1,0.0,2.3978952727983707,8.948585921534317,3.4339872044851463,6.100318952020064,0.0
Got my second dose of vaccine today. That's one step closer to moving to  to be with the love of my life and make this lucky trade in person. ðŸ’š,get second dose vaccine today step closer move love life lucky trade person,1,0.7906,positive,1,11,17641,37160,212,194,0.0,2.3978952727983707,9.777981017296407,10.522988192927775,5.356586274672012,5.267858159063328
"got my second dose today. could not be more for primeminister snd for dr bonnie henry. (penny ballet who is in charge of the vaccine rollout, not so much. ).",get second dose today primeminister snd bonnie henry penny ballet charge vaccine rollout,1,0.0,neutral,5,2,159773,1388,1024,7,1.6094379124341003,0.6931471805599453,11.981509336837258,7.23561914106675,6.931471805599453,1.9459101490553132
"got my second dose today. could not be more for primeminister snd for dr bonnie henry. (penny ballet who is in charge of the vaccine rollout, not so much. ).",get second dose today primeminister snd bonnie henry penny ballet charge vaccine rollout,1,0.0,neutral,1,2,395043,1221,481,12,0.0,0.6931471805599453,12.88674989871785,7.107425474110705,6.175867270105761,2.4849066497880004
"got my second vaccine dose, celebrating by throwing all the hand soap in my house directly into the trash",get second vaccine dose celebrate throw hand soap house directly trash,1,0.7845,positive,1,108,51135,82,500,3,0.0,4.68213122712422,10.842224473240114,4.406719247264253,6.214608098422191,1.0986122886681098
"got my second vaccine dose, celebrating by throwing all the hand soap in my house directly into the trash",get second vaccine dose celebrate throw hand soap house directly trash,1,0.7845,positive,1,108,175314,138,1490,1,0.0,4.68213122712422,12.074333930812282,4.927253685157205,7.306531398939505,0.0
Got my vaccine this morning! Was very emotional when I left the clinic. Thankful for my boss and the team for the relentless work in getting these doses to ðŸ‡¨ðŸ‡¦ and to Get your shot when it's your turn!,get vaccine morning emotional leave clinic thankful boss team relentless work get dose shoot turn,1,0.4404,positive,1,5,51005,1033,413,9,0.0,1.6094379124341003,10.839678946116619,6.940222469119639,6.023447592961033,2.1972245773362196
Got my vaccine this morning! Was very emotional when I left the clinic. Thankful for my boss and the team for the relentless work in getting these doses to ðŸ‡¨ðŸ‡¦ and to Get your shot when it's your turn!,get vaccine morning emotional leave clinic thankful boss team relentless work get dose shoot turn,1,0.4404,positive,1,5,382446,2383,816,5,0.0,1.6094379124341003,12.854342745811804,7.776115477098742,6.704414354964107,1.6094379124341003
Got my vaccine this morning! Was very emotional when I left the clinic. Thankful for my boss and the team for the relentless work in getting these doses to ðŸ‡¨ðŸ‡¦ and to Get your shot when it's your turn!,get vaccine morning emotional leave clinic thankful boss team relentless work get dose shoot turn,1,0.4404,positive,101,5,2491,267,949,2,4.61512051684126,1.6094379124341003,7.820439515262181,5.58724865840025,6.855408798609928,0.6931471805599453
"Got my vaccine today, and these Pfizer microchips are exceeding my expectations. My arm is a little sore, but my phone signal is amazing - 5g everywhere! Am still unable to telepathically communicate with my dog, but I will keep you updated after dose 2.",get vaccine today pfizer microchips exceed expectations arm little sore phone signal amaze unable telepathically communicate dog update dose,1,0.3167,positive,1,1581,23972,292,2992,2,0.0,7.365812837209472,10.084641761578077,5.676753802268282,8.003697339094368,0.6931471805599453
"Got my vaccine today, and these Pfizer microchips are exceeding my expectations. My arm is a little sore, but my phone signal is amazing - 5g everywhere! Am still unable to telepathically communicate with my dog, but I will keep you updated after dose 2.",get vaccine today pfizer microchips exceed expectations arm little sore phone signal amaze unable telepathically communicate dog update dose,1,0.3167,positive,1,1581,188696,4044,4989,4,0.0,7.365812837209472,12.147892533463711,8.304989580140361,8.514990767861038,1.3862943611198906
"Got my vaccine today, and these Pfizer microchips are exceeding my expectations. My arm is a little sore, but my phone signal is amazing - 5g everywhere! Am still unable to telepathically communicate with my dog, but I will keep you updated after dose 2.",get vaccine today pfizer microchips exceed expectations arm little sore phone signal amaze unable telepathically communicate dog update dose,1,0.3167,positive,1,1580,531284,1160,1244,8,0.0,7.365180126021013,13.183051997172852,7.05617528410041,7.126087273299125,2.0794415416798357
"Got my vaccine today, and these Pfizer microchips are exceeding my expectations. My arm is a little sore, but my phone signal is amazing - 5g everywhere! Am still unable to telepathically communicate with my dog, but I will keep you updated after dose 2.",get vaccine today pfizer microchips exceed expectations arm little sore phone signal amaze unable telepathically communicate dog update dose,1,0.3167,positive,1,1580,10703,48,207,2,0.0,7.365180126021013,9.278279354984376,3.871201010907891,5.332718793265369,0.6931471805599453
"Got my vaccine today, and these Pfizer microchips are exceeding my expectations. My arm is a little sore, but my phone signal is amazing - 5g everywhere! Am still unable to telepathically communicate with my dog, but I will keep you updated after dose 2.",get vaccine today pfizer microchips exceed expectations arm little sore phone signal amaze unable telepathically communicate dog update dose,1,0.3167,positive,1,1580,173181,1357,447,10,0.0,7.365180126021013,12.062092569323958,7.213031659834869,6.102558594613569,2.302585092994046
Got the #AstraZeneca vaccine today. First jab. Saw friends/colleagues also getting it. Not sure which was more exciting. Thank you to the health team!,get vaccine today jab saw friends colleagues get sure excite thank health team,1,0.875,positive,101,2,29869,4679,4630,95,4.61512051684126,0.6931471805599453,10.304576432243314,8.450839690866216,8.440312147080279,4.553876891600541
Got the #AstraZeneca vaccine today. First jab. Saw friends/colleagues also getting it. Not sure which was more exciting. Thank you to the health team!,get vaccine today jab saw friends colleagues get sure excite thank health team,1,0.875,positive,1,2,357,1209,5002,45,0.0,0.6931471805599453,5.877735781779639,7.097548850614793,8.517593111437565,3.8066624897703196
"Got the first dose of astrazeneca, just waiting for the second dose. Meanwhile, I'm still social distancing and wearing my mask ðŸ˜·",get dose astrazeneca wait second dose social distance wear mask,1,0.0,neutral,7,2,100985,478,4994,1,1.9459101490553132,0.6931471805599453,11.52272726994249,6.169610732491456,8.515992470839718,0.0
"Got the first dose of astrazeneca, just waiting for the second dose. Meanwhile, I'm still social distancing and wearing my mask ðŸ˜·",get dose astrazeneca wait second dose social distance wear mask,1,0.0,neutral,1,2,615684,7291,7431,7,0.0,0.6931471805599453,13.330489123879817,8.89439598980643,8.91341571815747,1.9459101490553132
"Grampa Dave and I are scheduled in  for our first jabs on Saturday afternoon. Betty is very pleased for us. Feeling like we can see a brighter year ahead,but it's crazy that his parents (86 ; 96) still haven't had theirs. Hopefully this will change soon.",grampa dave schedule jab saturday afternoon betty please feel like brighter year ahead crazy parent haven theirs hopefully change soon,1,0.7717,positive,13,1,26725,605,639,3,2.5649493574615367,0.0,10.193354735893246,6.405228458030842,6.459904454377535,1.0986122886681098
Grateful for Mom's first dose of the vaccine. I was also emotional thinking of those who were not able to stay alive for this - as well as all those who helped make this moment -from scientists to government to clinics to medical personnel ; many more -to her arm.ðŸ™@Health,grateful mom dose vaccine emotional think able stay alive help moment scientists government clinics medical personnel arm,1,0.836,positive,13,3,17990,573,1152,9,2.5649493574615367,1.0986122886681098,9.79757132694458,6.35088571671474,7.049254841255837,2.1972245773362196
Grateful for Mom's first dose of the vaccine. I was also emotional thinking of those who were not able to stay alive for this - as well as all those who helped make this moment -from scientists to government to clinics to medical personnel ; many more -to her arm.ðŸ™@Health,grateful mom dose vaccine emotional think able stay alive help moment scientists government clinics medical personnel arm,1,0.836,positive,1,3,2628,953,327,17,0.0,1.0986122886681098,7.873978379604501,6.859614903654202,5.7899601708972535,2.833213344056216
Grateful for Mom's first dose of the vaccine. I was also emotional thinking of those who were not able to stay alive for this - as well as all those who helped make this moment -from scientists to government to clinics to medical personnel ; many more -to her arm.ðŸ™@Health,grateful mom dose vaccine emotional think able stay alive help moment scientists government clinics medical personnel arm,1,0.836,positive,1,3,45,5,28,1,0.0,1.0986122886681098,3.8066624897703196,1.6094379124341003,3.332204510175204,0.0
Grateful to have received my first astrazeneca AstraZeneca vaccine - just in time for birthday celebrations next week and lockdown relaxing!! #astrazenecaastrazeneca,grateful receive astrazeneca astrazeneca vaccine time birthday celebrations week lockdown relax,1,0.7096,positive,10,2,2625,101,203,1,2.302585092994046,0.6931471805599453,7.872836175025724,4.61512051684126,5.313205979041787,0.0
Grateful to have received my first astrazeneca AstraZeneca vaccine - just in time for birthday celebrations next week and lockdown relaxing!! #astrazenecaastrazeneca,grateful receive astrazeneca astrazeneca vaccine time birthday celebrations week lockdown relax,1,0.7096,positive,1,2,15000,3176,5002,4,0.0,0.6931471805599453,9.615805480084347,8.063377822367027,8.517593111437565,1.3862943611198906
"GREAT day for 2nd Pfizer vaccine dose! My late husband Dave would be smiling today. He loved working for as a pharmaceutical rep, and he'd love knowing I'm now fully protected by this vaccine. I #StuckItToCovid! Thanks #Regina for very efficient appt.",great day pfizer vaccine dose late husband dave smile today love work pharmaceutical rep love know fully protect vaccine thank efficient appt,1,0.9734,positive,226,13,95154,38195,1529,158,5.420534999272286,2.5649493574615367,11.463251910726656,10.55045989597546,7.332369205929062,5.062595033026967
"GREAT day for 2nd Pfizer vaccine dose! My late husband Dave would be smiling today. He loved working for as a pharmaceutical rep, and he'd love knowing I'm now fully protected by this vaccine. I #StuckItToCovid! Thanks #Regina for very efficient appt.",great day pfizer vaccine dose late husband dave smile today love work pharmaceutical rep love know fully protect vaccine thank efficient appt,1,0.9734,positive,1,13,95165,38195,1529,158,0.0,2.5649493574615367,11.463367506121884,10.55045989597546,7.332369205929062,5.062595033026967
